id_practica;nombre_practica;proposito;tipo;apto_para;descripcion_concreta;redactado;preguntas;ejemplo_inicial;ejemplo_primaria;ejemplo_secundaria;ejemplo_multigrado
101;Rutinas diarias;Conexion;Cotidianas;;Actividades que realizan todos los días en su vida cotidiana.;Actividades que realizan todos los días en su vida cotidiana.;¿Qué hacen desde que se levantan hasta que llegan al colegio?;"Tema: La mañana. 

Descripción: ""¿Qué hacen cuando se levantan? ¿Desayunan? ¿Se bañan?""";"Tema: El día. 

Descripción: ""Cuéntense en parejas cómo es un día normal en su vida, desde que se levantan hasta que se acuestan.""";"Tema: Organización del tiempo. 

Descripción: ""Registren su rutina diaria durante una semana. Luego analizaremos cómo organizamos nuestro tiempo y qué priorizamos.""";"Tema: Rutinas. 

Descripción: Dibujan su rutina. Pequeños: desayuno, juego. Grandes: horarios, actividades."
102;Situaciones del barrio;Conexion;Cotidianas;;Lo que observan, viven o escuchan en su entorno cercano.;Lo que observan, viven o escuchan en su entorno cercano.;¿Qué pasa en su barrio? ¿Qué lugares hay cerca?;"Tema: El barrio. 

Descripción: ""¿Qué hay cerca de su casa? ¿Una tienda? ¿Un parque?""";"Tema: La comunidad. 

Descripción: ""¿Qué problemas ven en su barrio? ¿Basura? ¿Ruido? ¿Falta de espacios?""";"Tema: Problemas urbanos. 

Descripción: ""Investiguen un problema de su barrio o comunidad. ¿A qué se debe? ¿Cómo afecta? ¿Qué soluciones podrían proponer?""";"Tema: El barrio. 

Descripción: Mapa del barrio. Pequeños dibujan su casa. Grandes dibujan lugares y escriben nombres."
103;Problemas cotidianos;Conexion;Cotidianas;;Situaciones problemáticas que enfrentan en su día a día.;Situaciones problemáticas que enfrentan en su día a día.;¿Qué cosas son difíciles o complicadas en su vida diaria?;"Tema: Dificultades. 

Descripción: ""¿Qué es lo más difícil para ustedes en el colegio?""";"Tema: Solución de problemas. 

Descripción: ""¿Qué problemas tienen en casa que les gustaría resolver? ¿Cómo podrían hacerlo?""";"Tema: Matemáticas aplicadas. 

Descripción: ""Piensen en un problema cotidiano que requiera matemáticas para resolverse (presupuesto, medidas, tiempo). ¿Cómo lo abordan?""";"Tema: Problemas. 

Descripción: Problemas comunes: ""¿Cómo repartir equitativamente?"" Pequeños reparten objetos, grandes hacen cálculos."
104;Objetos cotidianos;Conexion;Cotidianas;;Cosas que usan a diario y que pueden relacionarse con el tema.;Cosas que usan a diario y que pueden relacionarse con el tema.;¿Qué objetos usan todos los días? ¿Para qué sirven?;"Tema: Útiles escolares. 

Descripción: ""¿Qué llevan en su cartuchera? ¿Para qué sirve cada cosa?""";"Tema: Materiales. 

Descripción: ""Observen los objetos que hay en el salón. ¿De qué materiales están hechos? (plástico, madera, metal)""";"Tema: Tecnología. 

Descripción: ""Hagan una lista de los objetos tecnológicos que usan en un día. ¿Cómo serían sus vidas sin ellos?""";"Tema: Objetos. 

Descripción: Traen un objeto cotidiano. Pequeños dicen su nombre. Grandes explican su función y material."
105;Fiestas y celebraciones locales;Conexion;Comunitarias;;Festividades propias de su comunidad o región.;Festividades propias de su comunidad o región.;¿Qué fiestas celebran en su pueblo? ¿Cómo las celebran?;"Tema: Celebraciones. 

Descripción: ""¿Qué celebran en su casa en diciembre?""";"Tema: Tradiciones. 

Descripción: ""¿Qué fiestas tradicionales hay en nuestra región? ¿Han participado?""";"Tema: Identidad cultural. 

Descripción: ""Investiguen el origen de una fiesta tradicional de nuestra región. ¿Qué significado tiene? ¿Cómo ha cambiado con el tiempo?""";"Tema: Fiestas. 

Descripción: Dibujan su fiesta favorita. Pequeños: lo que ven. Grandes: lo que significa."
106;Personajes del barrio;Conexion;Comunitarias;;Personas conocidas en la comunidad que pueden ser referentes.;Personas conocidas en la comunidad que pueden ser referentes.;¿A quiénes conocen en el barrio? ¿Quién es importante allí?;"Tema: Oficios. 

Descripción: ""¿Conocen al señor de la tienda? ¿Qué hace?""";"Tema: Líderes comunitarios. 

Descripción: ""¿Hay alguna persona en el barrio que ayude a los demás? ¿Quién es? ¿Qué hace?""";"Tema: Liderazgo social. 

Descripción: ""Identifiquen un líder comunitario en su barrio. Entrevístenlo sobre su labor y los problemas de la comunidad.""";"Tema: Personajes. 

Descripción: Dibujan a alguien del barrio. Pequeños: cómo es. Grandes: qué hace por la comunidad."
107;Espacios significativos;Conexion;Comunitarias;;Lugares del barrio o ciudad que tienen valor para ellos.;Lugares del barrio o ciudad que tienen valor para ellos.;¿Cuál es su lugar favorito del barrio? ¿Por qué?;"Tema: Lugares. 

Descripción: ""¿Dónde les gusta jugar cerca de su casa?""";"Tema: La ciudad. 

Descripción: ""¿Qué lugares de nuestra ciudad conocen? ¿Cuál les gusta más y por qué?""";"Tema: Urbanismo. 

Descripción: ""Analicen un espacio público de su barrio. ¿Cómo es? ¿Quién lo usa? ¿Qué podría mejorarse?""";"Tema: Lugares. 

Descripción: Mapa de lugares favoritos. Pequeños dibujan el parque. Grandes escriben por qué les gusta."
108;Comidas típicas;Conexion;Culturales;;Platos tradicionales de su región o familia.;Platos tradicionales de su región o familia.;¿Qué comidas típicas preparan en su casa? ¿Cuál es su favorita?;"Tema: Alimentos. 

Descripción: ""¿Qué les gusta comer en las fiestas?""";"Tema: Cultura alimentaria. 

Descripción: ""¿Qué platos típicos de nuestra región conocen? ¿Alguien sabe preparar alguno?""";"Tema: Identidad y alimentación. 

Descripción: ""Investiguen el origen de un plato típico de nuestra región. ¿Qué ingredientes lo caracterizan? ¿Qué historia tiene?""";"Tema: Comidas. 

Descripción: Dibujan su comida favorita. Pequeños: la dibujan. Grandes: escriben la receta."
109;Música y bailes;Conexion;Culturales;;Expresiones musicales y dancísticas de su entorno.;Expresiones musicales y dancísticas de su entorno.;¿Qué música les gusta? ¿Bailan en casa?;"Tema: Música. 

Descripción: ""¿Les gusta bailar? ¿Qué canciones?""";"Tema: Folclor. 

Descripción: ""¿Qué ritmos o bailes típicos de nuestra región conocen? ¿Los han bailado?""";"Tema: Música e identidad. 

Descripción: ""Analicen una canción representativa de nuestra cultura. ¿Qué dice su letra? ¿Qué instrumentos usa? ¿Qué expresa?""";"Tema: Música. 

Descripción: Escuchan música. Pequeños bailan. Grandes identifican el ritmo y su origen."
110;Juegos tradicionales;Conexion;Culturales;;Juegos que han aprendido en su comunidad o familia.;Juegos que han aprendido en su comunidad o familia.;¿A qué juegan en la calle o en la casa?;"Tema: Juegos. 

Descripción: ""¿A qué juegan con sus amigos en el recreo?""";"Tema: Tradiciones lúdicas. 

Descripción: ""¿Qué juegos tradicionales conocen? (la lleva, escondite, golosa). ¿Cómo se juegan?""";"Tema: Patrimonio cultural inmaterial. 

Descripción: ""Investiguen juegos tradicionales de nuestra región. ¿Cómo se juegan? ¿Qué valores o habilidades desarrollan?""";"Tema: Juegos. 

Descripción: Enseñan un juego. Pequeños aprenden a jugar. Grandes explican las reglas."
111;Cuentos y leyendas;Conexion;Culturales;;Relatos tradicionales de su comunidad.;Relatos tradicionales de su comunidad.;¿Qué cuentos o historias les cuentan en casa?;"Tema: Cuentos. 

Descripción: ""¿Qué cuentos les gusta que les lean?""";"Tema: Leyendas locales. 

Descripción: ""¿Conocen alguna leyenda de nuestra región? ¿Alguien se la ha contado?""";"Tema: Tradición oral. 

Descripción: ""Recopilen leyendas o cuentos tradicionales de su comunidad. Analicen su origen y su significado cultural.""";"Tema: Cuentos. 

Descripción: Cuentan una leyenda. Pequeños dibujan al personaje. Grandes identifican la enseñanza."
112;Series y películas;Conexion;Mediáticas;;Programas audiovisuales que ven habitualmente.;Programas audiovisuales que ven habitualmente.;¿Qué programas de TV o películas les gustan?;"Tema: Personajes. 

Descripción: ""¿Cuál es su personaje favorito de dibujos animados?""";"Tema: Valores. 

Descripción: ""En la película que más les gusta, ¿qué valores tienen los personajes?""";"Tema: Análisis crítico de medios. 

Descripción: ""Analicen una serie o película actual. ¿Qué mensajes transmite? ¿Qué estereotipos reproduce o cuestiona?""";"Tema: Personajes. 

Descripción: Dibujan su personaje favorito. Pequeños: cómo es. Grandes: qué valores representa."
113;Redes sociales;Conexion;Mediáticas;;Plataformas que usan y contenidos que consumen.;Plataformas que usan y contenidos que consumen.;¿Qué redes sociales usan? ¿Qué ven en ellas?;(No aplica en inicial);(Usar con precaución en primaria);"Tema: Influencia digital. 

Descripción: ""¿Qué influencers siguen? ¿Por qué les gustan? ¿Qué opinan sobre el impacto de las redes en la vida real?""";"Tema: Redes. 

Descripción: Los grandes comparten experiencias sobre redes. Los pequeños escuchan y preguntan."
114;Videojuegos;Conexion;Mediáticas;;Juegos digitales que conocen y juegan.;Juegos digitales que conocen y juegan.;¿A qué videojuegos juegan? ¿De qué tratan?;(No aplica en inicial);"Tema: Videojuegos. 

Descripción: ""¿Qué videojuegos conocen? ¿Cuál es su favorito y por qué?""";"Tema: Narrativa y gamificación. 

Descripción: ""Analicen la narrativa de un videojuego. ¿Qué historia cuenta? ¿Cómo se relaciona con temas como la identidad, la moral, la superación?""";"Tema: Videojuegos. 

Descripción: Los grandes explican sus videojuegos favoritos. Los pequeños dibujan los personajes."
115;Noticias;Conexion;Mediáticas;;Información sobre actualidad que han escuchado o visto.;Información sobre actualidad que han escuchado o visto.;¿Qué ha pasado en el mundo últimamente?;"Tema: Actualidad. 

Descripción: ""¿Qué noticias han escuchado en casa?""";"Tema: Noticias. 

Descripción: ""¿Qué noticia les ha llamado la atención esta semana? ¿Por qué?""";"Tema: Análisis de medios. 

Descripción: ""Traigan una noticia actual relacionada con nuestro tema. Analicen la fuente, el enfoque, los datos.""";"Tema: Noticias. 

Descripción: Noticia común para todos. Pequeños dibujan lo que entendieron. Grandes la resumen y analizan."
116;Juegos del recreo;Conexion;Lúdicas;;Juegos que practican en los momentos de descanso.;Juegos que practican en los momentos de descanso.;¿A qué juegan en el recreo? ¿Cómo se juega?;"Tema: Juegos. 

Descripción: ""¿Con quién juegan en el recreo? ¿A qué?""";"Tema: Recreo. 

Descripción: ""Vamos a listar todos los juegos que jugamos en el recreo. ¿Cuál es el más popular?""";"Tema: Sociología del juego. 

Descripción: ""Observen los juegos del recreo durante una semana. ¿Qué roles aparecen? ¿Qué dinámicas sociales se repiten?""";"Tema: Juegos. 

Descripción: Juegan todos juntos. Pequeños aprenden juegos de grandes. Grandes enseñan."
117;Juguetes favoritos;Conexion;Lúdicas;;Objetos de juego que tienen en casa.;Objetos de juego que tienen en casa.;¿Cuál es su juguete favorito? ¿Cómo es?;"Tema: Juguetes. 

Descripción: ""¿Qué juguete les gusta más? ¿Con cuál duermen?""";"Tema: Preferencias. 

Descripción: ""Traigan o dibujen su juguete favorito y expliquen por qué les gusta tanto.""";"Tema: Industria cultural. 

Descripción: ""Analicen cómo la publicidad influye en la elección de juguetes. ¿Qué estrategias usan para que los niños quieran comprarlos?""";"Tema: Juguetes. 

Descripción: Traen o dibujan juguetes. Pequeños muestran. Grandes explican cómo han cambiado los juguetes."
118;Deportes que practican;Conexion;Lúdicas;;Actividades deportivas que realizan.;Actividades deportivas que realizan.;¿Hacen algún deporte? ¿Cuál les gusta?;"Tema: Deportes. 

Descripción: ""¿Les gusta correr? ¿Jugar a la pelota?""";"Tema: Actividad física. 

Descripción: ""¿Qué deportes practican? ¿En qué lugares? ¿Con quién?""";"Tema: Rendimiento deportivo. 

Descripción: ""Si practican un deporte, ¿qué aspectos físicos y mentales consideran más importantes para mejorar?""";"Tema: Deportes. 

Descripción: Juegan un partido. Pequeños participan. Grandes organizan y aplican reglas."
119;Experiencias en otras clases;Conexion;Escolares;;Conexión con lo aprendido en otras áreas o grados.;Conexión con lo aprendido en otras áreas o grados.;¿Han visto esto en otra clase? ¿Qué recuerdan?;"Tema: Colores. 

Descripción: ""¿En qué otra clase han usado los colores?""";"Tema: Matemáticas. 

Descripción: ""¿Dónde más han usado las sumas? ¿En ciencias? ¿En sociales?""";"Tema: Interdisciplinariedad. 

Descripción: ""¿Cómo se relaciona este tema con lo que vieron en historia? ¿Y con lengua? ¿Pueden encontrar conexiones?""";"Tema: Conexiones. 

Descripción: Todos recuerdan temas de otras clases. Pequeños dibujan, grandes explican relaciones."
120;Proyectos anteriores;Conexion;Escolares;;Trabajos o proyectos realizados previamente.;Trabajos o proyectos realizados previamente.;¿Qué proyectos han hecho antes? ¿De qué trataban?;"Tema: Recuerdos. 

Descripción: ""¿Se acuerdan del proyecto de los animales que hicimos?""";"Tema: Continuidad. 

Descripción: ""El año pasado hicimos un proyecto sobre la huerta. ¿Qué aprendimos que nos pueda servir ahora?""";"Tema: Investigación. 

Descripción: ""Retomen una investigación anterior y vean cómo los nuevos conceptos les permiten profundizarla o cuestionarla.""";"Tema: Proyectos. 

Descripción: Recuerdan un proyecto común. Pequeños muestran sus trabajos anteriores. Grandes reflexionan sobre lo aprendido."
121;Salidas pedagógicas;Conexion;Escolares;;Visitas o excursiones realizadas.;Visitas o excursiones realizadas.;¿A dónde han ido de paseo con el colegio?;"Tema: Paseos. 

Descripción: ""¿Han ido de paseo con el colegio? ¿A dónde?""";"Tema: Salidas. 

Descripción: ""Recuerden la salida al museo. ¿Qué fue lo que más les llamó la atención?""";"Tema: Trabajo de campo. 

Descripción: ""Basados en nuestra salida al humedal, ¿qué conceptos ecológicos podemos identificar en ese ecosistema?""";"Tema: Salidas. 

Descripción: Recuerdan una salida. Pequeños dibujan lo que vieron. Grandes analizan desde el tema actual."
122;Profesores anteriores;Conexion;Escolares;;Experiencias con otros docentes que puedan ser referentes.;Experiencias con otros docentes que puedan ser referentes.;¿Qué otros profesores les han enseñado cosas parecidas?;"Tema: Profesores. 

Descripción: ""¿Qué otra profesora les ha hablado de esto?""";"Tema: Aprendizajes. 

Descripción: ""¿Qué aprendieron con la profesora del año pasado que les haya gustado mucho?""";"Tema: Trayectoria escolar. 

Descripción: ""¿Qué profesor o profesora ha marcado su forma de ver esta materia? ¿Por qué?""";"Tema: Recuerdos. 

Descripción: Recuerdan a un profesor. Pequeños dibujan. Grandes escriben qué aprendieron."
123;Trabajos familiares;Conexion;Laborales (Secundaria);;Oficios y profesiones de las familias.;Oficios y profesiones de las familias.;¿En qué trabajan las personas de tu familia?;(No aplica);(Introducción simple);"Tema: Mundo laboral. 

Descripción: ""¿En qué trabajan los miembros de tu familia? ¿Qué oficios o profesiones conoces de cerca?""";"Tema: Oficios. 

Descripción: Los grandes explican los trabajos de sus familias. Los pequeños dibujan esos oficios."
124;Experiencia laboral propia;Conexion;Laborales (Secundaria);;Si trabajan o han trabajado (estudiantes mayores).;Si trabajan o han trabajado (estudiantes mayores).;¿Alguien tiene experiencia laboral? ¿En qué?;(No aplica);(No aplica);"Tema: Experiencia laboral. 

Descripción: ""Quienes tengan experiencia laboral, ¿cómo se relaciona con lo que estamos viendo? ¿Qué aprendizajes les ha dejado?""";(Solo si aplica)
125;Prácticas o pasantías;Conexion;Laborales (Secundaria);;Experiencias formativas en empresas o instituciones.;Experiencias formativas en empresas o instituciones.;(No aplica);(No aplica);"Tema: Prácticas. 

Descripción: ""¿Alguien ha hecho prácticas? ¿Qué aprendieron allí que podamos conectar con este tema?""";(Solo si aplica);
126;Diálogo generacional;Conexion;Integradas (varios tipos);;Conversación entre diferentes edades (niños, jóvenes, adultos) sobre un tema.;Conversación entre diferentes edades (niños, jóvenes, adultos) sobre un tema.;¿Cómo vivían esto los abuelos? ¿Cómo lo viven ustedes?;"Tema: Juegos. 

Descripción: ""Pregúntenle a sus abuelos a qué jugaban cuando eran niños. Luego nos cuentan.""";"Tema: Escuela. 

Descripción: ""Entrevisten a sus padres o abuelos sobre cómo era la escuela en su época. ¿Qué cosas han cambiado?""";"Tema: Cambio social. 

Descripción: ""Investiguen cómo ha cambiado la vida de las mujeres en las últimas generaciones a través de entrevistas familiares.""";"Tema: Diálogo. 

Descripción: Todos comparten lo que aprendieron de sus familias. Pequeños cuentan anécdotas, grandes analizan cambios."
127;Objeto que habla;Conexion;Integradas (varios tipos);;Traen un objeto significativo y cuentan su historia.;Traen un objeto significativo y cuentan su historia.;Traigan algo que tenga una historia para ustedes.;"Tema: Mis cosas. 

Descripción: ""Traigan su juguete favorito y cuenten por qué les gusta.""";"Tema: Objetos con historia. 

Descripción: ""Traigan un objeto que tenga una historia familiar y cuéntenla.""";"Tema: Memoria material. 

Descripción: ""Traigan un objeto que represente algo importante de su identidad. Analicemos cómo los objetos cuentan historias.""";"Tema: Objetos. 

Descripción: Todos traen un objeto. Pequeños muestran. Grandes cuentan su historia."
128;Foto-narración;Conexion;Integradas (varios tipos);;Una fotografía personal da lugar a una narración.;Una fotografía personal da lugar a una narración.;Traigan una foto y cuenten qué historia hay detrás.;"Tema: Fotos. 

Descripción: ""Traigan una foto de cuando eran bebés. Muéstrenla y digan quiénes salen.""";"Tema: Recuerdos. 

Descripción: ""Traigan una foto de un momento feliz y cuenten qué pasó ese día.""";"Tema: Narrativa visual. 

Descripción: ""Seleccionen una foto significativa. Escriban un relato sobre lo que muestra y lo que no muestra.""";"Tema: Fotos. 

Descripción: Todos traen una foto. Pequeños señalan personas. Grandes narran la historia."
129;Línea de vida personal;Conexion;Integradas (varios tipos);;Construyen una línea de tiempo con eventos importantes de su vida.;Construyen una línea de tiempo con eventos importantes de su vida.;¿Qué eventos importantes han marcado tu vida?;"Tema: Mi historia. 

Descripción: ""Dibujen su vida: cuándo nacieron, cuándo empezaron el colegio, ahora.""";"Tema: Historia personal. 

Descripción: ""Hagan una línea de vida con los momentos más importantes que recuerden.""";"Tema: Narrativa e identidad. 

Descripción: ""Construyan su línea de vida e identifiquen eventos que hayan influido en quiénes son hoy. ¿Qué aprendizajes les dejaron?""";"Tema: Mi vida. 

Descripción: Línea de vida. Pequeños dibujan eventos. Grandes escriben fechas y descripciones."
130;Mapa personal;Conexion;Integradas (varios tipos);;Dibujan un mapa de los lugares importantes para ellos.;Dibujan un mapa de los lugares importantes para ellos.;¿Qué lugares son importantes en tu vida?;"Tema: Mis lugares. 

Descripción: ""Dibujen su casa y los lugares cerca que les gustan.""";"Tema: Mi territorio. 

Descripción: ""Dibujen un mapa de su barrio con los lugares importantes para ustedes.""";"Tema: Geografía personal. 

Descripción: ""Construyan un mapa de sus lugares significativos. ¿Qué representan? ¿Cómo han cambiado con el tiempo?""";"Tema: Lugares. 

Descripción: Mapa común. Pequeños dibujan sus casas. Grandes dibujan calles y lugares."
131;Problema a resolver;Motivacion;Por Desafío;;Se presenta una situación problemática que los estudiantes deben resolver, activando su necesidad de encontrar soluciones.;Se presenta una situación problemática que los estudiantes deben resolver, activando su necesidad de encontrar soluciones.;¿Cómo podríamos solucionar esto? ¿Qué necesitamos saber para resolverlo?;"Tema: Compartir. 

Descripción: ""Tenemos un solo juguete y dos niños que quieren jugar. ¿Cómo hacemos para que ambos jueguen sin pelearse?""";"Tema: Reparto equitativo (Matemáticas). 

Descripción: ""Tenemos 24 galletas para repartir entre 8 niños. ¿Cuántas le tocan a cada uno? ¿Cómo podemos averiguarlo sin que nadie se queje?""";"Tema: Escasez (Economía). 

Descripción: ""Una comunidad tiene recursos limitados de agua. Deben decidir cómo distribuirla entre agricultura, consumo humano y turismo. ¿Qué criterios usarían? ¿Qué necesitan saber para decidir?""";"Tema: Reparto. 

Descripción: Los pequeños reparten objetos concretos. Los grandes calculan y justifican el reparto. El desafío es común, la solución por niveles."
132;Misión o reto;Motivacion;Por Desafío;;Se enmarca el aprendizaje como una misión especial que deben cumplir (detectives, exploradores, científicos).;Se enmarca el aprendizaje como una misión especial que deben cumplir (detectives, exploradores, científicos).;¿Aceptan la misión? ¿Qué necesitaremos para cumplirla?;"Tema: Los colores. 

Descripción: ""Hoy seremos detectives de colores. Nuestra misión es encontrar todos los objetos rojos del salón. ¿Listos?""";"Tema: El cuerpo humano. 

Descripción: ""Misión: Somos médicos exploradores y debemos descubrir cómo funciona el corazón por dentro. ¿Aceptan el reto?""";"Tema: Química. 

Descripción: ""Misión: Un laboratorio necesita identificar sustancias desconocidas. Ustedes serán los científicos encargados. ¿Qué técnicas de identificación química deberán aprender?""";"Tema: Exploración. 

Descripción: Misión común: ""Exploradores de la naturaleza"". Los pequeños buscan hojas, los grandes identifican árboles. Todos tienen rol en la misión."
133;Enigma o misterio;Motivacion;Por Desafío;;Se plantea un misterio que deberán resolver a lo largo de la clase o unidad.;Se plantea un misterio que deberán resolver a lo largo de la clase o unidad.;¿Qué explicación podría tener? ¿Qué pistas tenemos?;"Tema: Animales. 

Descripción: ""Aparecieron huellas en el patio del colegio. ¿De qué animal serán? ¿Cómo podemos descubrirlo?""";"Tema: La desaparición de los dinosaurios. 

Descripción: ""Hace millones de años, los dinosaurios desaparecieron. Es uno de los mayores misterios de la historia. ¿Qué teorías creen que existen? Hoy investigaremos como paleontólogos.""";"Tema: Literatura policial. 

Descripción: ""Se ha cometido un crimen en la mansión. Ustedes son los detectives. Deberán analizar las pistas, las coartadas y los móviles. ¿Quién es el culpable?""";"Tema: Misterio adaptado. 

Descripción: Misterio visual para todos: ¿Qué animal dejó estas huellas? Los pequeños comparan con imágenes, los grandes investigan características."
134;Competencia amistosa;Motivacion;Por Desafío;;Se propone un juego o competencia por equipos con reglas claras y justas.;Se propone un juego o competencia por equipos con reglas claras y justas.;¿Cómo podemos ganar? ¿Qué necesitamos saber para ser los mejores?;"Tema: Vocabulario. 

Descripción: ""Vamos a jugar por equipos: el equipo que diga más palabras que empiecen con 'A' gana un punto.""";"Tema: Tablas de multiplicar. 

Descripción: ""Juguemos 'Batalla de tablas'. Dos equipos. Yo pregunto y el que responde primero gana punto. ¿Preparados?""";"Tema: Fechas históricas. 

Descripción: ""Torneo de preguntas históricas. Cada equipo tiene 10 segundos para responder. Si aciertan, avanzan. Si no, el otro equipo puede robar.""";"Tema: Preguntas variadas. 

Descripción: Equipos mixtos. Preguntas para pequeños (colores, números) y para grandes (fechas, conceptos). Todos suman."
135;Escape room educativo;Motivacion;Por Desafío;;"Deben resolver una serie de acertijos para ""escapar"" o lograr un objetivo.";"Deben resolver una serie de acertijos para ""escapar"" o lograr un objetivo.";¿Qué pista encontramos? ¿Cómo se relaciona con la siguiente?;"Tema: Números. 

Descripción: ""El cofre está cerrado con un candado de 3 números. Para abrirlo, deben encontrar las pistas escondidas en el salón.""";"Tema: Operaciones básicas. 

Descripción: ""Estamos atrapados en el laboratorio. Para salir, deben resolver 5 acertijos matemáticos. Cada respuesta da un número para el candado final.""";"Tema: Química o Física. 

Descripción: ""Escape room sobre la tabla periódica. Para abrir cada caja, deben resolver acertijos sobre elementos, símbolos y propiedades.""";"Tema: Búsqueda de tesoro. 

Descripción: Pistas visuales para pequeños (siguen dibujos). Pistas escritas para grandes (leen y guían). Todos participan en la búsqueda."
136;Problema real cercano;Motivacion;Por Utilidad;;Se presenta un problema de la vida cotidiana que afecta a los estudiantes o su comunidad.;Se presenta un problema de la vida cotidiana que afecta a los estudiantes o su comunidad.;¿Esto nos pasa en la vida real? ¿Cómo podríamos mejorarlo?;"Tema: El aseo. 

Descripción: ""A veces el baño del colegio queda sucio. ¿Cómo podríamos organizarnos para mantenerlo limpio entre todos?""";"Tema: Reciclaje. 

Descripción: ""En el recreo se genera mucha basura. ¿Qué podríamos hacer para reducir, reciclar o reutilizar? Necesitamos un plan.""";"Tema: Convivencia escolar. 

Descripción: ""Hemos tenido conflictos en el aula últimamente. ¿Qué estrategias de resolución de conflictos podríamos aprender para mejorar la convivencia?""";"Tema: Cuidado del entorno. 

Descripción: Problema común: la basura en el patio. Los pequeños recogen y clasifican. Los grandes diseñan campaña de concientización."
137;Aplicación práctica futura;Motivacion;Por Utilidad;;Se muestra cómo lo que aprenderán les servirá en situaciones futuras (estudios, trabajo, vida diaria).;Se muestra cómo lo que aprenderán les servirá en situaciones futuras (estudios, trabajo, vida diaria).;¿Para qué creen que sirve esto en la vida? ¿Dónde lo usarán?;"Tema: Leer y escribir. 

Descripción: ""Cuando sean grandes, van a necesitar leer cuentos a sus hijos, escribir mensajes, hacer listas. Aprender a leer y escribir les abrirá muchas puertas.""";"Tema: Fracciones. 

Descripción: ""Cuando cocinen con sus familias, necesitarán fracciones para medir ingredientes: media taza, un cuarto de kilo. ¿Quién cocina en casa?""";"Tema: Interés compuesto (Matemáticas financieras). 

Descripción: ""Cuando tengan su primer trabajo y ahorren para un objetivo (universidad, viaje, casa), el interés compuesto hará crecer su dinero. ¿Quieren saber cómo funciona?""";"Tema: Lectura y escritura. 

Descripción: ""¿Para qué sirve leer?"" Los pequeños: ""para leer cuentos"". Los grandes: ""para estudiar, trabajar, informarse"". Todos ven la utilidad a su nivel."
138;Proyecto con sentido social;Motivacion;Por Utilidad;;El aprendizaje se orienta a ayudar a otros o mejorar algo en la comunidad.;El aprendizaje se orienta a ayudar a otros o mejorar algo en la comunidad.;¿Cómo podemos ayudar con lo que aprendamos? ¿Quién se beneficiará?;"Tema: Empatía. 

Descripción: ""Vamos a aprender a hacer tarjetas de cariño para regalar a los abuelitos de un hogar cercano. ¿Les gustaría hacerlos felices?""";"Tema: Textos instructivos. 

Descripción: ""Vamos a aprender a escribir instrucciones claras para hacer manualidades, y luego enseñaremos a los niños de primero a hacer sus propios juguetes.""";"Tema: Educación ambiental. 

Descripción: ""Vamos a investigar sobre la contaminación del río cercano y luego diseñaremos una campaña de concientización para la comunidad. ¿Qué necesitamos saber?""";"Tema: Ayuda a otros. 

Descripción: Proyecto común: hacer tarjetas para un hogar. Los pequeños dibujan, los grandes escriben mensajes. Todos contribuyen."
139;Demostración práctica inicial;Motivacion;Por Utilidad;;Se muestra un resultado impresionante o útil que se podrá lograr al final.;Se muestra un resultado impresionante o útil que se podrá lograr al final.;¿Les gustaría aprender a hacer esto? ¿Se imaginan lograrlo?;"Tema: Mezclas de colores. 

Descripción: (Mezcla pintura azul y amarilla, obtiene verde). ""¡Miren! ¿Quieren aprender a hacer nuevos colores como los magos?""";"Tema: Electricidad. 

Descripción: (Enciende un foco con una pila y cables). ""¿Cómo creen que la luz se enciende sin enchufe? Vamos a descubrirlo.""";"Tema: Reacciones químicas. 

Descripción: (Experimento de vinagre y bicarbonato). ""¿Qué acaba de pasar? Esa efervescencia es una reacción química. Hoy aprenderemos a explicar y controlar estas reacciones.""";"Tema: Experimentos. 

Descripción: Experimento visual para todos (volcán de bicarbonato). Los pequeños se asombran, los grandes buscan explicación."
140;Visita o testimonio;Motivacion;Por Utilidad;;Alguien externo (profesional, experto, persona con experiencia) cuenta por qué ese conocimiento es importante.;Alguien externo (profesional, experto, persona con experiencia) cuenta por qué ese conocimiento es importante.;¿Qué les preguntarían? ¿Qué quieren saber de su experiencia?;"Tema: Profesiones. 

Descripción: ""Hoy nos visita un bombero. ¿Qué quieren preguntarle sobre su trabajo?""";"Tema: Cuidado dental. 

Descripción: ""Viene un odontólogo a contarnos cómo cuida los dientes. Preparen preguntas.""";"Tema: Orientación vocacional. 

Descripción: ""Vienen exalumnos a contar cómo les ha servido lo que aprendieron en esta materia en sus estudios superiores y trabajos.""";"Tema: Profesiones. 

Descripción: Visita de un bombero. Los pequeños preguntan por el camión, los grandes por la preparación profesional."
